通番	文番号	単語	標準ペルシア語１	標準ペルシア語２	標準ペルシア語3	標準ペルシア語４
4047	5054	بالای	بالا			
4194	6013	بالای	بالا			
1106	3028	بلا	بالا			
319	1038	بالله	بالله			
2704	1043	بالله	بالله			
365	1049	بالله	بالله			
223	1029	باهم	باهم			
1181	3038	باهم	باهم			
3801	4035	باهم	باهم			
1881	6002	باهم	باهم			
2007	7004	باهم	باهم			
2621	1030	باید	بایستن			
2727	1051	باید	بایستن			
3657	4019	باید	بایستن			
4177	6009	باید	بایستن			
4406	9010	باید	بایستن			
4449	9017	باید	بایستن			
2798	2002	بچه	بچه			
3187	2052	بچه	بچه			
3315	3002	بچه	بچه			
4245	7004	بچه	بچه			
4372	9003	بچه	بچه			
5666	9006	بچه	بچه			
4392	9007	بچه	بچه			
5906	2024	بچه ها	بچه			
3380	3012	بچه ها	بچه			
6247	9004	بچه های	بچه			
6131	9009	بچه های	بچه			
4421	9014	بچه های	بچه			
6155	9020	بچه های	بچه			
6078	5060	بدن	بدن			
2486	1011	بر	بر			
4658	1020	بر	بر			
4689	1030	بر	بر			
4850	2012	بر	بر			
2880	2013	بر	بر			
4973	2046	ور	بر			
3823	4038	ور	بر			
3168	2051	برای	برای			
3204	2055	برای	برای			
3612	4011	برای	برای			
5442	5041	برای	برای			
2211	9014	برای	برای			
4514	10002	برای	برای			
1545	5004	برخورد	برخوردن			
1606	5016	برخورد	برخوردن			
1644	5024	برخورد	برخوردن			
282	1033	برداشتند	برداشتن			
3938	5029	برد	بردن			
3032	2035	برد	بردن			
5503	5063	برد	بردن			
774	2050	برد	بردن			
922	2063	برد	بردن			
1017	3012	برد	بردن			
3397	3016	برد	بردن			
1227	3043	برد	بردن			
798	2053	برده	بردن			
5653	9001	میبردن	بردن			
1435	4031	میبره	بردن			
1504	4039	میبره	بردن			
2625	1031	برگردم	برگشتن			
2309	10006	برگشت	برگشتن			
2348	10012	برگشت	برگشتن			
2391	10018	برگشت	برگشتن			
2401	10020	برگشت	برگشتن			
4331	8010	برگشت	برگشتن			
4334	8010	برگشت	برگشتن			
4890	2023	برگشت	برگشتن			
2794	2002	بز	بز			
2795	2002	بز	بز			
4799	2004	بز	بز			
4800	2004	بز	بز			
5878	2010	بز	بز			
5879	2010	بز	بز			
545	2016	بز	بز			
546	2016	بز	بز			
2957	2023	بز	بز			
2958	2023	بز	بز			
3039	2036	بز	بز			
3040	2036	بز	بز			
4946	2040	بز	بز			
4947	2040	بز	بز			
5933	2046	بز	بز			
4989	2048	بز	بز			
4990	2048	بز	بز			
3142	2050	بز	بز			
3143	2050	بز	بز			
803	2054	بز	بز			
5010	2054	بز	بز			
5011	2054	بز	بز			
3262	2061	بز	بز			
3267	2062	بز	بز			
3268	2062	بز	بز			
3281	2062	بز	بز			
3282	2062	بز	بز			
3297	2063	بز	بز			
3298	2063	بز	بز			
5967	3002	بز	بز			
5968	3002	بز	بز			
6223	3004	بز	بز			
6224	3004	بز	بز			
5135	3021	بز	بز			
5136	3021	بز	بز			
5143	3024	بز	بز			
5144	3024	بز	بز			
5987	3027	بز	بز			
5988	3027	بز	بز			
5180	3037	بز	بز			
5181	3037	بز	بز			
5182	3039	بز	بز			
5183	3039	بز	بز			
1215	3042	بز	بز			
3556	4001	بزه	بز			
3566	4002	بزه	بز			
3647	4018	بزه	بز			
1431	4031	بزه	بز			
3792	4033	بزه	بز			
1454	4034	بزه	بز			
3932	5027	بزرگترین	بزرگ			
4718	1033	بزرگی	بزرگ			
4050	5055	بزرگی	بزرگ			
834	2057	بست	بستن			
1719	5039	بست	بستن			
3985	5040	بست	بستن			
293	1034	بستن	بستن			
4920	2031	بعد	بعد			
660	2032	بعد	بعد			
2094	8011	بعد	بعد			
2110	8012	بعد	بعد			
2179	9010	بعد	بعد			
2249	9022	بعد	بعد			
4527	10004	بعد	بعد			
2362	10014	بعد	بعد			
2453	1006	بعد	بعد			
227	1030	بعد	بعد			
406	1055	بعد	بعد			
2775	1055	بعد	بعد			
413	1056	بعد	بعد			
418	1056	بعد	بعد			
1904	6006	بعداً	بعدا			
1938	6012	بعداً	بعدا			
2021	7006	بعداً	بعدا			
5496	5063	بقیه	بقیه			
4541	10006	بلا	بلا			
5514	5065	بلائی	بلا			
2735	1051	بلند	بلند			
3398	3017	بلند	بلند			
3071	2040	بلندی	بلند			
3414	3021	بلندی	بلندی			
4443	9016	بله	بله			
6152	9019	بله	بله			
6154	9019	بله	بله			
2243	9021	بله	بله			
5710	9021	بله	بله			
2608	1030	بلوزای	بلوز			
5101	3010	بناء	بناء			
3450	3027	بناء	بناء			
3501	3038	بناء	بناء			
3728	4026	بنای	بناء			
6307	1005	به	به			
2455	1006	به	به			
2473	1011	به	به			
2504	1014	به	به			
2514	1017	به	به			
4654	1019	به	به			
2542	1022	به	به			
2557	1027	به	به			
2576	1028	به	به			
2598	1030	به	به			
4702	1031	به	به			
2637	1032	به	به			
2675	1035	به	به			
2692	1041	به	به			
2712	1046	به	به			
4791	1055	به	به			
6182	1055	به	به			
2801	2004	به	به			
2803	2004	به	به			
2807	2004	به	به			
4811	2005	به	به			
5869	2005	به	به			
2861	2010	به	به			
4848	2012	به	به			
2908	2016	به	به			
5890	2016	به	به			
4895	2024	به	به			
3042	2036	به	به			
4949	2040	به	به			
3082	2041	به	به			
4963	2042	به	به			
3098	2043	به	به			
5935	2046	به	به			
3127	2047	به	به			
4996	2049	به	به			
3179	2052	به	به			
6217	2061	به	به			
3306	2064	به	به			
3308	2064	به	به			
5079	3004	به	به			
5081	3004	به	به			
5083	3004	به	به			
3419	3022	به	به			
5141	3023	به	به			
3505	3038	به	به			
3535	3044	به	به			
3551	3046	به	به			
3553	3047	به	به			
3569	4002	به	به			
5211	4003	به	به			
6005	4003	به	به			
5288	4023	به	به			
5300	4024	به	به			
3726	4025	به	به			
5334	4029	به	به			
3785	4033	به	به			
3791	4033	به	به			
5338	4034	به	به			
3831	4041	به	به			
3833	4041	به	به			
3842	5001	به	به			
3860	5004	به	به			
5365	5007	به	به			
5373	5011	به	به			
6041	5012	به	به			
3882	5013	به	به			
3895	5016	به	به			
6047	5020	به	به			
3907	5021	به	به			
3921	5024	به	به			
3935	5028	به	به			
5415	5029	به	به			
3944	5031	به	به			
5435	5040	به	به			
3998	5043	به	به			
4022	5049	به	به			
4024	5049	به	به			
5460	5050	به	به			
4038	5052	به	به			
5472	5057	به	به			
4089	5063	به	به			
6085	5063	به	به			
5515	5065	به	به			
5527	5067	به	به			
4203	6015	به	به			
4216	6016	به	به			
6111	6018	به	به			
5618	8004	به	به			
5620	8004	به	به			
4311	8005	به	به			
4428	9014	به	به			
5688	9014	به	به			
5692	9017	به	به			
5696	9018	به	به			
6147	9019	به	به			
4489	9024	به	به			
4512	10002	به	به			
4516	10002	به	به			
4529	10004	به	به			
6255	10004	به	به			
4561	10010	به	به			
4567	10012	به	به			
4586	10015	به	به			
4588	10015	به	به			
4592	10016	به	به			
1893	6004	بو	بو			
4155	6005	بو	بو			
1318	4012	است	بودن			
5752	10005	است	بودن			
2319	10007	است	بودن			
5781	10014	است	بودن			
4664	1020	ام	بودن			
5171	3031	باشم	بودن			
2730	1051	باشه	بودن			
3970	5036	باشه	بودن			
2081	8008	باشه	بودن			
2822	2006	باشین	بودن			
3	1001	بود	بودن			
12	1002	بود	بودن			
6310	1005	بود	بودن			
2597	1030	بود	بودن			
423	2001	بود	بودن			
432	2002	بود	بودن			
438	2003	بود	بودن			
442	2003	بود	بودن			
6303	2050	بود	بودن			
3250	2059	بود	بودن			
5037	2059	بود	بودن			
869	2061	بود	بودن			
5958	2061	بود	بودن			
936	2065	بود	بودن			
941	2065	بود	بودن			
945	2065	بود	بودن			
948	3001	بود	بودن			
953	3002	بود	بودن			
6033	5002	بود	بودن			
1756	5046	بود	بودن			
6228	5046	بود	بودن			
1809	5055	بود	بودن			
1812	5055	بود	بودن			
1830	5060	بود	بودن			
1832	5060	بود	بودن			
6230	5060	بود	بودن			
6084	5063	بود	بودن			
5512	5065	بود	بودن			
1880	6002	بود	بودن			
1986	7001	بود	بودن			
2043	8001	بود	بودن			
2078	8007	بود	بودن			
2128	9001	بود	بودن			
5661	9004	بود	بودن			
5663	9004	بود	بودن			
2273	10001	بود	بودن			
3178	2052	بودم	بودن			
6175	1030	بودن	بودن			
2764	1055	بودن	بودن			
4288	8001	بودن	بودن			
6263	1033	بودند	بودن			
6265	1055	بودند	بودن			
970	3003	بودند	بودن			
2785	1056	بوده	بودن			
1253	4001	بوده	بودن			
6236	6005	بوده	بودن			
5	1001	نبود	بودن			
9	1001	نبود	بودن			
6179	1034	نبود	بودن			
425	2001	نبود	بودن			
429	2001	نبود	بودن			
950	3001	نبود	بودن			
1988	7001	نبود	بودن			
2275	10001	نبود	بودن			
5008	2052	نبودن	بودن			
4215	6016	نی	بودن			
4221	6016	نی	بودن			
4224	6017	نی	بودن			
2898	2015	نیست	بودن			
2371	10015	نیست	بودن			
3018	2032	نیستو	بودن			
3607	4009	نیستی	بودن			
3629	4015	نیستی	بودن			
3593	4005	نیسی	بودن			
644	2028	هست	بودن			
3541	3044	هست	بودن			
5565	6015	هست	بودن			
1981	6018	هست	بودن			
1656	5027	هستم	بودن			
5627	8005	هستم	بودن			
2980	2026	هستین	بودن			
634	2027	هستین	بودن			
3458	3028	بی	بی			
3478	3033	بی	بی			
5278	4022	بی	بی			
5294	4024	بی	بی			
5298	4024	بی	بی			
5314	4027	بی	بی			
5328	4029	بی	بی			
5332	4029	بی	بی			
5387	5015	بیابان	بیابان			
5358	5004	بیابون	بیابان			
3490	3033	بیچاره	بیچاره			
1011	3011	بیداد	بیداد			
168	1023	بیرون	بیرون			
392	1053	بیرون	بیرون			
3233	2058	بیرون	بیرون			
914	2062	بیرون	بیرون			
1224	3042	بیرون	بیرون			
1495	4037	بیرون	بیرون			
1499	4038	بیرون	بیرون			
2492	1014	بیشه ای	بیشه			
5854	1055	بیل	بیل			
5757	10005	بین	بین			
6044	5012	پا	پا			
5410	5026	پا	پا			
5420	5030	پا	پا			
6073	5049	پا	پا			
4033	5050	پا	پا			
4124	5067	پا	پا			
4854	2013	پا	پا			
4976	2046	پا	پا			
4978	2046	پا	پا			
5936	2046	پا	پا			
5875	2008	پای	پا			
5885	2015	پای	پا			
6186	2015	پای	پا			
5894	2019	پای	پا			
6200	2031	پای	پا			
5656	9002	پادشاه	پادشاه			
3293	2062	پاره	پاره			
3444	3026	پاره	پاره			
4868	2016	پاک	پاک			
3503	3038	پالاپالا	پالاپال			
938	2065	پایین	پایین			
1188	3039	پایین	پایین			
4067	5059	پایین	پایین			
1842	5061	پایین	پایین			
1870	5066	پایین	پایین			
4198	6014	پایین	پایین			
1958	6015	پایین	پایین			
6309	1005	پخته	پختن			
3492	3034	پدری	پدر			
2805	2004	پر	پر			
5923	2027	پر	پر			
3062	2039	پر	پر			
3108	2045	پر	پر			
3147	2050	پر	پر			
3408	3019	پر	پر			
3433	3024	پر	پر			
5147	3024	پر	پر			
3462	3028	پر	پر			
6007	4016	پر	پر			
2304	10005	پرسید	پرسیدن			
3237	2058	پرید	پریدن			
1139	3033	پرید	پریدن			
4328	8010	پرید	پریدن			
2096	8011	پرید	پریدن			
214	1029	پریدن	پریدن			
3504	3038	پریدن	پریدن			
1223	3042	پریدند	پریدن			
2896	2015	پس	پس			
458	2004	پستون	پستان			
4912	2027	پستون	پستان			
3391	3015	پ	پسر			
5477	5058	پشت	پشت			
6080	5060	پشت	پشت			
2578	1029	پشت	پشت			
5815	1030	پشم	پشم			
4252	7004	پشه	پشه			
4261	7006	پشه	پشه			
5605	7006	پشه	پشه			
4273	7007	پشه	پشه			
4280	7008	پشه	پشه			
4712	1032	پلوتیکی	پلتیک			
5077	3003	پنج	پنج			
5061	2062	پنج	پنجه			
3153	2050	پنیر	پنیر			
5984	3024	پنیر	پنیر			
5157	3027	پنیر	پنیر			
3435	3024	پهلو	پهلو			
2202	9013	پوست	پوست			
5711	9021	پوست	پوست			
2648	1033	پیدا	پیدا			
2652	1033	پیدا	پیدا			
6178	1034	پیدا	پیدا			
5006	2051	پیدا	پیدا			
4243	7003	پیدا	پیدا			
5354	5003	پیر	پیر			
6039	5009	پیر	پیر			
5382	5014	پیر	پیر			
5251	4016	پیرن	پیراهن			
4625	1005	پیرزن	پیرزن			
5805	1015	پیرزن	پیرزن			
5807	1023	پیرزن	پیرزن			
4736	1036	پیرزن	پیرزن			
4751	1042	پیرزن	پیرزن			
4766	1047	پیرزن	پیرزن			
2742	1053	پیرزن	پیرزن			
2755	1054	پیرزن	پیرزن			
4788	1055	پیرزن	پیرزن			
4724	1033	پیرزنه	پیرزن			
2413	1002	پیرزنی	پیرزن			
4641	1007	پیرهزن	پیرزن			
5694	9017	پیش	پیش			
124	1014	تا	تا			
162	1022	تا	تا			
254	1030	تا	تا			
308	1035	تا	تا			
331	1041	تا	تا			
354	1046	تا	تا			
3355	3010	تا	تا			
1355	4017	تا	تا			
3844	5002	تا	تا			
3867	5008	تا	تا			
3878	5011	تا	تا			
3909	5022	تا	تا			
4064	5059	تا	تا			
1853	5063	تا	تا			
4106	5065	تا	تا			
4326	8010	تا	تا			
4460	9020	تا	تا			
4465	9021	تا	تا			
5715	9021	تا	تا			
4798	2002	تا	تا			
5072	3002	تا	تا			
3319	3003	تا	تا			
5076	3003	تا	تا			
5078	3003	تا	تا			
6002	3044	تا	تا			
6010	4016	تا	تا			
5659	9003	تا	تا			
5736	10002	تا	تا			
4783	1055	تار	تار			
476	2006	تازگی ها	تازگی			
4646	1011	تازه	تازه			
4674	1027	تازه	تازه			
4167	6006	تبر	تبر			
6098	6006	تبر	تبر			
6241	6016	تبری	تبر			
707	2038	تاپتاپ	تپتپ			
3100	2043	تاپتاپ	تپتپ			
3104	2044	تاپتاپ	تپتپ			
3402	3017	تاپتاپ	تپتپ			
5131	3018	تاپتاپ	تپتپ			
5270	4022	تُپ تُپ	تپتپ			
5304	4027	تُپ تُپ	تپتپ			
1803	5054	ترسید	ترسیدن			
1952	6014	میترسه	ترسیدن			
3170	2051	تعریف	تعریف			
698	2036	تق	تق			
699	2036	تق	تق			
5748	10004	تقسیم	تقسیم			
5759	10005	تقسیم	تقسیم			
4569	10013	تقسیم	تقسیم			
5771	10013	تقسیم	تقسیم			
5184	3039	تُک	تک			
5613	8002	تیکه	تکه			
5448	5046	تلاشی	تلاش			
5621	8004	تله	تله			
4333	8010	تله	تله			
5641	8010	تله	تله			
4356	8013	تله	تله			
4358	8014	تله	تله			
874	2061	تماشای	تماشا			
5044	2059	تمام	تمام			
3255	2060	تمام	تمام			
6219	2062	تمام	تمام			
3495	3035	تمام	تمام			
3827	4040	تمام	تمام			
4497	9026	تمام	تمام			
3843	5001	تنگ	تنگ			
5366	5007	تنگ	تنگ			
3639	4016	تندور	تنور			
2644	1033	ته	ته			
2950	2022	ته	ته			
2904	2016	تهیه	تهیه			
6278	2050	تهیه	تهیه			
2451	1006	تو	تو			
4691	1031	تو	تو			
5640	8010	تو	تو			
5546	6006	تو	تو			
6304	6016	تو	تو			
5572	6017	تو	تو			
215	1029	تو	تو			
2616	1030	تو	تو			
4769	1051	تو	تو			
4855	2013	تو	تو			
537	2014	تو	تو			
2935	2020	تو	تو			
4882	2021	تو	تو			
2953	2022	تو	تو			
3015	2032	تو	تو			
3238	2058	تو	تو			
3286	2062	تو	تو			
5067	2062	تو	تو			
3316	3002	تو	تو			
5109	3010	تو	تو			
3442	3026	تو	تو			
3484	3033	تو	تو			
3515	3039	تو	تو			
5188	3042	تو	تو			
3529	3043	تو	تو			
3638	4016	تو	تو			
5345	4037	تو	تو			
5386	5015	تو	تو			
5388	5015	تو	تو			
3919	5024	تو	تو			
3948	5032	تو	تو			
5425	5033	تو	تو			
4227	6018	تو	تو			
4239	7003	تو	تو			
4249	7004	تو	تو			
2469	1009	تو	تو			
101	1011	تو	تو			
2511	1015	تو	تو			
4652	1018	تو	تو			
2535	1020	تو	تو			
2573	1027	تو	تو			
5821	1031	تو	تو			
2681	1036	تو	تو			
2717	1047	تو	تو			
3000	2031	تو	تو			
4960	2042	تو	تو			
4962	2042	تو	تو			
5932	2042	تو	تو			
4993	2049	تو	تو			
4995	2049	تو	تو			
5940	2049	تو	تو			
5140	3023	تو	تو			
3592	4005	تو	تو			
3605	4009	تو	تو			
3628	4015	تو	تو			
3656	4019	تو	تو			
5265	4019	تو	تو			
5293	4024	تو	تو			
5297	4024	تو	تو			
6022	4024	تو	تو			
5327	4029	تو	تو			
5331	4029	تو	تو			
6030	4029	تو	تو			
1679	5032	تو	تو			
5543	6005	تو	تو			
4173	6008	تو	تو			
6312	6016	تو	تو			
5577	6018	تو	تو			
5708	9020	تو	تو			
4550	10009	تو	تو			
2353	10013	تو	تو			
4721	1033	توی	تو			
2422	1003	توی	تو			
3858	5004	توی	تو			
5384	5015	توی	تو			
3917	5024	توی	تو			
4016	5048	توی	تو			
4133	6002	توی	تو			
1341	4016	هو	تو			
6052	5022	توانائی	توانایی			
1661	5027	توانائی	توانایی			
3274	2062	بتونه	توانستن			
2291	10003	توانستند	توانستن			
